time_sec,time_nsec,x,y,z,qx,qy,qz,qw
1778176747,49640733,0.31773144006729126,0.14471450448036194,0.2199999988079071,1.0104053435160182e-07,1.1157450169866232e-07,-0.7560081793366267,0.6545621687632857
1778176747,303160910,0.31773144006729126,0.14471450448036194,0.2199999988079071,1.0104053435160182e-07,1.1157450169866232e-07,-0.7560081793366267,0.6545621687632857
1778176747,555365995,0.31773144006729126,0.14471450448036194,0.23999999463558197,0.011467706878883618,0.009866835132987086,-0.7561519563166708,0.6542211829510493
1778176747,805513320,0.31773144006729126,0.12245073169469833,0.3100000023841858,0.014456713051405041,0.012320655064813873,-0.7563700352496064,0.6538681630749674
1778176748,56667948,0.30865341424942017,0.07792319357395172,0.4399999976158142,0.003591273201227838,0.0028508035889484914,-0.7567346577383749,0.6537060757353231
1778176748,306962632,0.30865341424942017,0.022263769060373306,0.6299999952316284,-0.009550775627141007,-0.008435950722572258,-0.7568653704026174,0.6534465766270684
1778176748,559251814,0.30865341424942017,-0.011131884530186653,0.8799999952316284,-0.01639080895992375,-0.014959299665052286,-0.7568891366955872,0.6531664378145734
1778176748,808077439,0.2995753586292267,-0.011131884530186653,1.2000000476837158,-0.016383076526971477,-0.01500048509184509,-0.7569603705477836,0.6530831322815517
1778176749,59890128,0.2995753586292267,0.011131884530186653,1.5800000429153442,-0.011446093543121812,-0.009765097687826296,-0.7570486992658356,0.653185193302524
1778176749,309588590,0.30865341424942017,0.055659420788288116,2.0,-0.005005343553787822,-0.00397871559592157,-0.7570716709817157,0.6533005444319392
1778176749,561575652,0.30865341424942017,0.08905507624149323,2.380000114440918,-0.000618098399153122,1.5641676883139272e-05,-0.7569823034320566,0.6534350847638996
1778176749,810591355,0.30865341424942017,0.14471450448036194,2.7100000381469727,0.003314881309172912,0.004214092002504534,-0.7568045569082118,0.6536192436223599
1778176750,60828917,0.30865341424942017,0.18924203515052795,2.9600000381469727,0.006888594536248728,0.008090036054668723,-0.7565705408365271,0.6538257530261976
1778176750,311516715,0.31773144006729126,0.22263768315315247,3.130000114440918,0.011230662577497674,0.011894334679913207,-0.7563288991075012,0.6539869978794897
1778176750,560107807,0.31773144006729126,0.256033331155777,3.25,0.01631006224234437,0.015037648418536912,-0.756121303991166,0.6540553681840628
1778176750,810914917,0.33588752150535583,0.24490146338939667,3.309999942779541,0.012956656616809158,0.010886492463904112,-0.756054139413416,0.6542902625035667
1778176751,61109688,0.33588752150535583,0.22263768315315247,3.319999933242798,0.005224995201151606,0.0017896407972403181,-0.756049143998837,0.6544915495784421
1778176751,311904549,0.31773144006729126,0.18924203515052795,3.319999933242798,-0.002520484985892934,-0.004442514503940783,-0.7558509829868604,0.6547237606335325
1778176751,559948116,0.31773144006729126,0.17811015248298645,3.319999933242798,-0.007618987061251522,-0.00690971790758704,-0.755585584191846,0.6549691838522368
1778176751,810689112,0.31773144006729126,0.14471450448036194,3.309999942779541,-0.009028251958547699,-0.008032500623446024,-0.7554065827683376,0.6551449185566273
1778176752,61329482,0.31773144006729126,0.14471450448036194,3.319999933242798,-0.008058163370308825,-0.007924555118446537,-0.7552674939227102,0.6553192199630503
1778176752,310693844,0.31773144006729126,0.15584638714790344,3.319999933242798,-0.005127245961455269,-0.00527774953130962,-0.7551419318808892,0.6555200373931631
1778176752,561818665,0.31773144006729126,0.18924203515052795,3.319999933242798,-0.0020506907902251704,-0.002226415450527397,-0.7550219820201081,0.6556924922613895
1778176752,812047113,0.31773144006729126,0.20037391781806946,3.319999933242798,0.0006589306947437275,0.0009667249351443676,-0.7549007584083521,0.6558379953980511
1778176753,61878531,0.31773144006729126,0.22263768315315247,3.3299999237060547,0.0023500195321955993,0.0031792643943983506,-0.754841742887562,0.6558950471535646
1778176753,310398010,0.31773144006729126,0.256033331155777,3.3299999237060547,-0.003033697934077023,-0.0008864460948238278,-0.7547934854642023,0.6559548804536537
1778176753,561030174,0.31773144006729126,0.26716524362564087,3.3299999237060547,-0.00145429726286799,0.0001542109670607631,-0.7547994299546156,0.6559540241347985
1778176753,810595875,0.31773144006729126,0.2894290089607239,3.3299999237060547,-0.0028088401119873547,-0.0012711150542198248,-0.7548478599649684,0.6558926764266025
1778176754,62761908,0.33588752150535583,0.3228246569633484,3.3399999141693115,-0.00156739885637721,-0.0004388471611334371,-0.7549569088446092,0.6557723815942438
1778176754,312428965,0.33588752150535583,0.3339565396308899,3.3399999141693115,0.005231614407351501,0.00342612463148334,-0.755068148484946,0.6556164908116769
1778176754,568868680,0.3449655771255493,0.3562203049659729,3.3399999141693115,0.008791876408581934,0.005601057058959337,-0.7551644007227836,0.6554525604115357
1778176754,816787141,0.3449655771255493,0.3784840703010559,3.3399999141693115,0.010030420243058304,0.006988348944931103,-0.7552870041031687,0.6552801653351269
1778176755,68921247,0.3449655771255493,0.3562203049659729,3.3299999237060547,0.00866944729060101,0.006721906458518178,-0.7554525070133772,0.6551115678298174
1778176755,317863341,0.33588752150535583,0.3339565396308899,3.3399999141693115,0.004595559672239949,0.004150831842352781,-0.7556409962173821,0.6549567438097861
1778176755,567782183,0.33588752150535583,0.3228246569633484,3.3399999141693115,0.0004552050756045812,0.0010045897863521823,-0.7558141040912064,0.6547853263814847
1778176755,822061043,0.33588752150535583,0.2782971262931824,3.3399999141693115,-0.0013460720659487142,-0.0011889906493387557,-0.7559851684659634,0.6545862811354344
1778176756,73973706,0.31773144006729126,0.256033331155777,3.3399999141693115,-0.0052881806632281755,-0.003944692704174854,-0.7561280547450067,0.6543904334357852
1778176756,321509568,0.30865341424942017,0.24490146338939667,3.3299999237060547,-0.00613647212855063,-0.0043893941730209635,-0.7562664631026659,0.6542202333425597
1778176756,571001856,0.30865341424942017,0.22263768315315247,3.3399999141693115,-0.005902559414146459,-0.0038786608313788238,-0.7563947238906762,0.6540773176413208
1778176756,821812849,0.30865341424942017,0.22263768315315247,3.3399999141693115,-0.005101274215299116,-0.003636014487373915,-0.7565025342466563,0.6539607572923735
1778176757,71249672,0.31773144006729126,0.22263768315315247,3.3399999141693115,-0.0029371646538691692,-0.0021647341827601206,-0.7565961425405522,0.6538722842287097
1778176757,321712708,0.31773144006729126,0.24490146338939667,3.3299999237060547,-0.0007122839419997355,-0.0011989527354189275,-0.7566707069110618,0.6537946898427964
1778176757,574992854,0.31773144006729126,0.24490146338939667,3.3399999141693115,0.0017273817576071433,0.0006487231228308877,-0.756718253772303,0.6537385407931596
1778176757,824287829,0.31773144006729126,0.24490146338939667,3.3399999141693115,0.0008915703692289486,0.00023398757227949718,-0.75673796640779,0.6537176764851133
1778176758,76307330,0.31773144006729126,0.256033331155777,3.3399999141693115,0.0009901017850604123,0.0005713510631384549,-0.7567434204305459,0.6537110132860665
1778176758,324065810,0.31773144006729126,0.256033331155777,3.3299999237060547,0.0002629182751567733,0.0004404869321837791,-0.756733085750269,0.6537237748285732
1778176758,574809859,0.31773144006729126,0.256033331155777,3.3399999141693115,0.0004163634771634604,0.000511692876657879,-0.7566962390902937,0.6537662935319164
1778176758,824817849,0.31773144006729126,0.256033331155777,3.3399999141693115,0.0005115646232012394,0.0005104235606565039,-0.756634113001496,0.6538381273770021
1778176759,74877024,0.31773144006729126,0.256033331155777,3.3399999141693115,-0.00028501830185806865,-0.0002755320230955867,-0.7565474339507003,0.6539386997489004
1778176759,324087628,0.31773144006729126,0.256033331155777,3.3299999237060547,0.0002859827733780297,1.1961591343881415e-05,-0.7564648552695166,0.6540342810685406
1778176759,574078107,0.31773144006729126,0.26716524362564087,3.3399999141693115,-0.00015441619329860284,5.134197759443542e-05,-0.7563615420903944,0.6541537977924466
1778176759,824828079,0.31773144006729126,0.26716524362564087,3.3399999141693115,0.0007566696026447679,0.0008258012412734739,-0.7562567834143199,0.6542739663499145
1778176760,74472518,0.31773144006729126,0.26716524362564087,3.3299999237060547,0.0003276336027808405,0.0003845015821344292,-0.7561599617418433,0.6543866266003072
1778176760,328848686,0.31773144006729126,0.26716524362564087,3.3299999237060547,0.00017822948938945755,0.0003582837910294488,-0.7560623097067036,0.6544995215490527
1778176760,604412045,0.31773144006729126,0.26716524362564087,3.3399999141693115,0.0003643326717195489,0.0003717495696924503,-0.7559705288609243,0.6546054449496248
1778176760,854661170,0.31773144006729126,0.2782971262931824,3.3399999141693115,-0.00019950397379409445,-0.00015194401922579375,-0.7558911012282525,0.6546973195264502
1778176761,104574729,0.31773144006729126,0.2782971262931824,3.3399999141693115,0.0008559470309396657,0.0007795128579344959,-0.7558131672363706,0.6547863131942439
1778176761,355170573,0.31773144006729126,0.2782971262931824,3.3299999237060547,0.00013260509868938562,0.0002926728559475082,-0.7557489962035681,0.6548613223391546
1778176761,606182491,0.33588752150535583,0.2782971262931824,3.3399999141693115,0.0004022088995934689,0.00040914430481202985,-0.755713398427543,0.6549022295473063
1778176761,863955515,0.33588752150535583,0.2782971262931824,3.3399999141693115,0.0005210798191993139,-0.001280106268729397,-0.755687844420982,0.6549305089840695
1778176762,106416189,0.31773144006729126,0.2782971262931824,3.3399999141693115,0.0015139743723385048,-0.0006264730260522145,-0.7556802048947322,0.6549387325112198
1778176762,357935392,0.31773144006729126,0.2782971262931824,3.3299999237060547,-0.0005181062626386009,-0.0002751226524302031,-0.7556773113788016,0.65494385785404
1778176762,611522652,0.31773144006729126,0.2782971262931824,3.3399999141693115,-0.0008983910667580949,0.0006584581145674912,-0.7556916213965186,0.6549266620603434
1778176762,861116901,0.31773144006729126,0.2782971262931824,3.3399999141693115,-0.0003636426652556392,0.0010961105457307151,-0.7557220949554103,0.6548914272624808
1778176763,110739964,0.31773144006729126,0.2782971262931824,3.3399999141693115,-0.00029904099574247435,0.0005879682655648637,-0.7557643646327676,0.6548433324231305
1778176763,363368190,0.31773144006729126,0.2782971262931824,3.3399999141693115,-0.0006438505176173857,-7.162427964487471e-05,-0.7558003954826925,0.6548017581792822
1778176763,612018109,0.31773144006729126,0.2782971262931824,3.3299999237060547,0.00045652763201663,0.0005754486478801924,-0.7558539372395849,0.6547398613195873
1778176763,860519386,0.31773144006729126,0.2782971262931824,3.3399999141693115,0.0016829423128361038,0.0013369530419071937,-0.7559061280964842,0.6546764893960353
