time_sec,time_nsec,j1,j2
9,632000000,0.0,1.5707963267948966
9,682000000,0.0,1.5707963267948968
9,732000000,0.0,1.5707963267948972
9,782000000,0.0,1.5707963267948977
9,832000000,0.0,1.5707963267948977
9,882000000,0.0,1.5707963267948977
9,932000000,0.0,1.5707963267948977
9,982000000,0.0,1.5707963267948977
10,32000000,0.0,1.5707963267948977
10,82000000,0.0,1.5707963267948977
10,132000000,0.0,1.5707963267948977
10,182000000,0.0,1.5707963267948977
10,232000000,0.0,1.5707963267948977
10,282000000,0.0,1.5707963267948977
10,332000000,0.0,1.5707963267948977
10,382000000,0.0,1.5707963267948977
10,432000000,0.0,1.5707963267948977
10,482000000,0.0,1.5707963267948977
10,532000000,0.0,1.5707963267948977
10,582000000,0.0,1.5707963267948977
10,632000000,0.0,1.5707963267948977
10,682000000,0.0,1.5707963267948977
10,732000000,0.0,1.5707963267948977
10,782000000,0.0,1.5707963267948977
10,832000000,0.0,1.5707963267948977
10,882000000,0.0,1.5707963267948977
10,932000000,0.0,1.5707963267948977
10,982000000,0.0,1.5707963267948977
11,32000000,0.0,1.5707963267948977
11,82000000,0.0,1.5707963267948977
11,132000000,0.0,1.5707963267948977
11,182000000,0.0,1.5707963267948977
11,232000000,0.0,1.5707963267948977
11,282000000,0.0,1.5707963267948977
11,332000000,0.0,1.5707963267948977
11,382000000,0.0,1.5707963267948977
11,432000000,0.0,1.5707963267948977
11,482000000,0.0,1.5707963267948977
11,529000000,0.0,1.5707963267948977
11,579000000,0.0,1.5707963267948977
11,628000000,0.0,1.5707963267948977
11,679000000,0.0,1.5707963267948977
11,729000000,0.0,1.5707963267948977
11,779000000,0.0,1.5707963267948977
11,829000000,0.0,1.5707963267948977
11,879000000,0.0,1.5707963267948977
11,929000000,0.0,1.5707963267948977
11,979000000,0.0,1.5707963267948977
12,29000000,0.0,1.5707963267948977
12,79000000,0.0,1.5707963267948977
12,128000000,0.0,1.5707963267948977
12,179000000,0.0,1.5707963267948977
12,229000000,0.0,1.5707963267948977
12,278000000,0.0,1.5707963267948977
12,329000000,0.0,1.5707963267948977
12,379000000,0.0,1.5707963267948977
12,429000000,0.0,1.5707963267948977
12,478000000,0.0,1.5707963267948977
12,528000000,0.0,1.5707963267948977
12,578000000,0.0,1.5707963267948977
12,628000000,0.0,1.5707963267948977
35,210000000,0.0,1.5707963267948977
35,260000000,0.0,1.5707963267948977
35,310000000,0.0,1.5707963267948977
35,360000000,0.0,1.5707963267948977
35,409000000,7.47998250854667e-05,1.5707963267948977
35,459000000,0.0003739991254273,1.5707963267948977
35,509000000,0.000972397726111,1.5707963267948977
35,559000000,0.0017951958020512,1.5707963267948977
35,609000000,0.0032911923037606,1.5707963267948977
35,659000000,0.004936788455641,1.5707963267948977
35,709000000,0.0072555830332906,1.5707963267948977
35,759000000,0.0096491774360257,1.5707963267948977
35,809000000,0.0125663706143591,1.5707963267948977
35,859000000,0.0160071625682907,1.5707963267948977
35,909000000,0.0203455524232481,1.5707963267948977
35,959000000,0.0248335419283764,1.5707963267948977
36,9000000,0.0297703303840175,1.5707963267948977
36,59000000,0.0348567184898296,1.5707963267948977
36,109000000,0.0406911048464963,1.5707963267948977
36,159000000,0.0474230891041887,1.5707963267948977
36,209000000,0.0547534719625649,1.5707963267948977
36,259000000,0.0626074535965394,1.5707963267948977
36,309000000,0.0709850340061122,1.5707963267948977
36,359000000,0.0799610130163688,1.5707963267948977
36,409000000,0.089834589927651,1.5707963267948977
36,459000000,0.1003065654396169,1.5707963267948977
36,509000000,0.1113021397271812,1.5707963267948977
36,559000000,0.1228213127903438,1.5707963267948977
36,609000000,0.1349388844541902,1.5707963267948977
36,659000000,0.1479540540190622,1.5707963267948977
36,709000000,0.161567622184618,1.5707963267948977
36,759000000,0.1757047891257721,1.5707963267948977
36,809000000,0.1903655548425244,1.5707963267948977
36,859000000,0.2057743188101315,1.5707963267948977
36,909000000,0.221557081903166,1.5707963267948977
36,959000000,0.2382374428972261,1.5707963267948977
37,9000000,0.2552170031916281,1.5707963267948977
37,59000000,0.2727949620867138,1.5707963267948977
37,109000000,0.2906721202821415,1.5707963267948977
37,159000000,0.3094468763785948,1.5707963267948977
37,209000000,0.3285956316004754,1.5707963267948977
37,259000000,0.3486419847233818,1.5707963267948977
37,309000000,0.368837937496459,1.5707963267948977
37,359000000,0.38963228887022,1.5707963267948977
37,409000000,0.4102022407687247,1.5707963267948977
37,459000000,0.4314453910929985,1.5707963267948977
37,509000000,0.4532869400179561,1.5707963267948977
37,559000000,0.4753528884181701,1.5707963267948977
37,609000000,0.4976432362936406,1.5707963267948977
37,659000000,0.520531982769795,1.5707963267948977
37,709000000,0.5434207292459492,1.5707963267948977
37,759000000,0.5669078743227871,1.5707963267948977
37,809000000,0.5904698192247106,1.5707963267948977
37,859000000,0.6142561636018904,1.5707963267948977
37,909000000,0.6381173078041559,1.5707963267948977
37,959000000,0.6624272509569339,1.5707963267948977
38,9000000,0.6867371941097121,1.5707963267948977
38,59000000,0.7112715367377468,1.5707963267948977
38,109000000,0.735431880240354,1.5707963267948977
38,159000000,0.7598166232182177,1.5707963267948977
38,209000000,0.7843509658462522,1.5707963267948977
38,259000000,0.8089601082993724,1.5707963267948977
38,309000000,0.8335692507524923,1.5707963267948977
38,359000000,0.8582531930306979,1.5707963267948977
38,409000000,0.8822639368831342,1.5707963267948977
38,459000000,0.906349480560656,1.5707963267948977
38,509000000,0.9305846238883486,1.5707963267948977
38,559000000,0.9545205679156994,1.5707963267948977
38,609000000,0.9786809114183068,1.5707963267948977
38,659000000,1.00224285632023,1.5707963267948977
38,709000000,1.0253560022716408,1.5707963267948977
38,759000000,1.048319548572881,1.5707963267948977
38,809000000,1.0709090957486929,1.5707963267948977
38,859000000,1.0931994436241632,1.5707963267948977
38,909000000,1.115564591324719,1.5707963267948977
38,959000000,1.1373313404245913,1.5707963267948977
39,9000000,1.1587988902241215,1.5707963267948977
39,59000000,1.1797428412480535,1.5707963267948977
39,109000000,1.200387592971644,1.5707963267948977
39,159000000,1.220583545744721,1.5707963267948977
39,209000000,1.2406298988676272,1.5707963267948977
39,259000000,1.259928253739679,1.5707963267948977
39,309000000,1.2783290107107048,1.5707963267948977
39,359000000,1.2959817694308762,1.5707963267948977
39,409000000,1.3134849285008765,1.5707963267948977
39,459000000,1.330539288620364,1.5707963267948977
39,509000000,1.3474440490896806,1.5707963267948977
39,559000000,1.3636008113081424,1.5707963267948977
39,609000000,1.3788599756255782,1.5707963267948977
39,659000000,1.3935207413423307,1.5707963267948977
39,709000000,1.4078075079336556,1.5707963267948977
39,759000000,1.4210470769737842,1.5707963267948977
39,809000000,1.4338378470634,1.5707963267948977
39,859000000,1.445880618902161,1.5707963267948977
39,909000000,1.4574745917904086,1.5707963267948977
39,959000000,1.4686945655532295,1.5707963267948977
40,9000000,1.479540540190623,1.5707963267948977
40,59000000,1.489264517451734,1.5707963267948977
40,109000000,1.4982404964619906,1.5707963267948977
40,159000000,1.5066180768715631,1.5707963267948977
40,209000000,1.5144720585055378,1.5707963267948977
40,259000000,1.521802441363914,1.5707963267948977
40,309000000,1.5285344256216065,1.5707963267948977
