time_sec,time_nsec,x,y,z
1781337441,270080512,20.167572021484375,-7.209064483642578,3.4740653038024902
1781337441,318080512,20.1698055267334,-7.208661079406738,3.474945068359375
1781337441,370087168,20.17183494567871,-7.207172870635986,3.474797487258911
1781337441,418087168,20.173580169677734,-7.205684661865234,3.4747631549835205
1781337441,470092800,20.17546272277832,-7.204190254211426,3.475189208984375
1781337441,518092800,20.177227020263672,-7.203126907348633,3.4757320880889893
1781337441,570098944,20.179584503173828,-7.202422142028809,3.476750612258911
1781337441,618098944,20.18165397644043,-7.2017316818237305,3.4777700901031494
1781337441,670102272,20.183795928955078,-7.201119422912598,3.479194164276123
1781337441,718102272,20.18585205078125,-7.200468063354492,3.4807138442993164
1781337441,770108672,20.18830108642578,-7.199713230133057,3.4830660820007324
1781337441,818108672,20.19051742553711,-7.199085235595703,3.485320806503296
1781337441,870110464,20.192840576171875,-7.1983771324157715,3.4880993366241455
1781337441,918110464,20.194679260253906,-7.198204517364502,3.4904861450195312
1781337441,970115072,20.195762634277344,-7.199309349060059,3.492662191390991
1781337442,18115072,20.19667625427246,-7.200362205505371,3.494849920272827
1781337442,70119680,20.19778060913086,-7.20143985748291,3.497673988342285
1781337442,118119680,20.198631286621094,-7.202572345733643,3.501008987426758
1781337442,170124032,20.199716567993164,-7.204179286956787,3.506478786468506
1781337442,218124032,20.201074600219727,-7.206862926483154,3.5137250423431396
1781337442,270129920,20.20172691345215,-7.209697246551514,3.5247268676757812
1781337442,318129920,20.201751708984375,-7.212526798248291,3.536511182785034
1781337442,370137856,20.2011661529541,-7.216261863708496,3.5504536628723145
1781337442,418137856,20.200254440307617,-7.219261646270752,3.5653162002563477
1781337442,470144768,20.198104858398438,-7.2215962409973145,3.5836734771728516
1781337442,518144768,20.194599151611328,-7.223323345184326,3.603346586227417
1781337442,570149632,20.188404083251953,-7.224863529205322,3.629549503326416
1781337442,618149632,20.181589126586914,-7.2257466316223145,3.6551856994628906
1781337442,670154240,20.173023223876953,-7.225808143615723,3.686037063598633
1781337442,718154240,20.163496017456055,-7.22556209564209,3.7165098190307617
1781337442,770158592,20.150148391723633,-7.224039077758789,3.752730131149292
1781337442,818158592,20.136844635009766,-7.222789287567139,3.787221670150757
1781337442,870163200,20.121387481689453,-7.221597671508789,3.8277275562286377
1781337442,918163200,20.10617446899414,-7.220555782318115,3.8646998405456543
1781337442,970167808,20.08909034729004,-7.219803810119629,3.9073235988616943
1781337443,18167808,20.073637008666992,-7.219363212585449,3.9480395317077637
1781337443,70172416,20.056907653808594,-7.219231605529785,3.9965133666992188
1781337443,118172416,20.04235076904297,-7.218938827514648,4.042647361755371
1781337443,170179584,20.028196334838867,-7.219377517700195,4.095028400421143
1781337443,218179584,20.016538619995117,-7.219780445098877,4.1438798904418945
1781337443,270184192,20.004718780517578,-7.219696521759033,4.2004313468933105
1781337443,318184192,19.995067596435547,-7.219277858734131,4.252745151519775
1781337443,370188800,19.98514175415039,-7.218899250030518,4.312281608581543
1781337443,418188800,19.977436065673828,-7.21814489364624,4.367526054382324
1781337443,470194944,19.97043800354004,-7.216739177703857,4.431431770324707
1781337443,518194944,19.965484619140625,-7.215691089630127,4.490378379821777
1781337443,570199296,19.961610794067383,-7.21567964553833,4.5572075843811035
1781337443,618199296,19.959566116333008,-7.215760707855225,4.620983600616455
1781337443,670203904,19.958816528320312,-7.215582847595215,4.696308612823486
1781337443,718203904,19.958450317382812,-7.215480327606201,4.766724586486816
1781337443,770208256,19.9571533203125,-7.214798927307129,4.846658706665039
1781337443,818208256,19.957218170166016,-7.214174747467041,4.921581745147705
1781337443,870216192,19.959144592285156,-7.213313102722168,5.008996963500977
1781337443,918216192,19.962860107421875,-7.212273120880127,5.091521739959717
1781337443,970220800,19.970218658447266,-7.210404872894287,5.184976577758789
1781337444,18220800,19.977752685546875,-7.208630084991455,5.268829345703125
1781337444,70225408,19.98703956604004,-7.206470966339111,5.36366605758667
1781337444,118225408,19.996171951293945,-7.204278469085693,5.450159549713135
1781337444,170230016,20.00575828552246,-7.201205730438232,5.545122146606445
1781337444,218230016,20.012298583984375,-7.197212219238281,5.631021499633789
1781337444,270234624,20.020376205444336,-7.192577838897705,5.726418495178223
1781337444,318234624,20.0277156829834,-7.188441276550293,5.813607692718506
1781337444,370239488,20.03573226928711,-7.184786796569824,5.910649299621582
1781337444,418239488,20.04309844970703,-7.1807098388671875,5.996423721313477
1781337444,470245888,20.0515079498291,-7.175156116485596,6.089493751525879
1781337444,518245888,20.060325622558594,-7.16969108581543,6.173133373260498
1781337444,570250240,20.073747634887695,-7.163483619689941,6.266204357147217
1781337444,618250240,20.085750579833984,-7.157402992248535,6.348092555999756
1781337444,670254848,20.098310470581055,-7.149716377258301,6.436861515045166
1781337444,718254848,20.109485626220703,-7.142365455627441,6.513840198516846
1781337444,770259200,20.12318992614746,-7.133033752441406,6.597015857696533
1781337444,819259200,20.135337829589844,-7.1246418952941895,6.669257640838623
1781337444,870267648,20.14815330505371,-7.11505126953125,6.747527599334717
1781337444,919267648,20.159547805786133,-7.106534481048584,6.815256118774414
1781337444,970272256,20.173240661621094,-7.095191955566406,6.88516902923584
1781337445,19272256,20.185590744018555,-7.084940433502197,6.9461517333984375
1781337445,70277120,20.198768615722656,-7.073788642883301,7.013265132904053
1781337445,119277120,20.21070098876953,-7.063826560974121,7.072014331817627
1781337445,170284032,20.22479248046875,-7.051789283752441,7.133952617645264
1781337445,219284032,20.23781394958496,-7.040616512298584,7.187313079833984
1781337445,270288128,20.25210189819336,-7.028719902038574,7.247973442077637
1781337445,318288128,20.265243530273438,-7.017899990081787,7.301639080047607
1781337445,370292992,20.277551651000977,-7.008350849151611,7.355286598205566
1781337445,418292992,20.288616180419922,-7.000241756439209,7.402945518493652
1781337445,470300416,20.30071449279785,-6.992073059082031,7.4559478759765625
1781337445,519300416,20.311283111572266,-6.985345840454102,7.502234935760498
1781337445,570305024,20.31989288330078,-6.983788967132568,7.550803184509277
1781337445,618305024,20.32708740234375,-6.983870029449463,7.593298435211182
1781337445,670309632,20.335004806518555,-6.984694480895996,7.6386027336120605
1781337445,719309632,20.34104347229004,-6.986917495727539,7.677748680114746
1781337445,770314240,20.34874725341797,-6.988437652587891,7.71719217300415
1781337445,819314240,20.355459213256836,-6.990724086761475,7.751148223876953
1781337445,870322432,20.362716674804688,-6.993686199188232,7.787694931030273
1781337445,919322432,20.368844985961914,-6.997110366821289,7.820297718048096
1781337445,970330880,20.37685203552246,-7.005321025848389,7.8544392585754395
1781337446,19330880,20.383790969848633,-7.013554096221924,7.8848490715026855
1781337446,70335744,20.391014099121094,-7.022192001342773,7.9182538986206055
1781337446,119335744,20.397188186645508,-7.030433177947998,7.947795391082764
1781337446,170344448,20.403060913085938,-7.037428379058838,7.980103969573975
1781337446,219344448,20.406936645507812,-7.039499759674072,8.00832462310791
1781337446,270349312,20.41086769104004,-7.0419745445251465,8.03846549987793
1781337446,319349312,20.413965225219727,-7.044017791748047,8.064754486083984
1781337446,370354688,20.4158992767334,-7.04946231842041,8.0977201461792
1781337446,419354688,20.417078018188477,-7.054286956787109,8.126355171203613
1781337446,470360576,20.41812515258789,-7.059512615203857,8.15605354309082
1781337446,519360576,20.418460845947266,-7.06428861618042,8.181975364685059
1781337446,570365184,20.418901443481445,-7.0670318603515625,8.212743759155273
1781337446,619365184,20.41888427734375,-7.069514751434326,8.239067077636719
1781337446,670373632,20.41850471496582,-7.07264518737793,8.265313148498535
1781337446,718373632,20.417768478393555,-7.07537841796875,8.28713321685791
1781337446,770378240,20.417882919311523,-7.076025485992432,8.307947158813477
1781337446,818378240,20.41746711730957,-7.076560974121094,8.325003623962402
1781337446,870386432,20.416393280029297,-7.077784538269043,8.340059280395508
1781337446,919386432,20.415058135986328,-7.078827381134033,8.351874351501465
1781337446,970394880,20.41398048400879,-7.085392475128174,8.365132331848145
1781337447,19394880,20.41260528564453,-7.091594219207764,8.375350952148438
1781337447,70403584,20.410329818725586,-7.098275661468506,8.38313102722168
1781337447,119403584,20.40789031982422,-7.104496002197266,8.388609886169434
1781337447,170410240,20.401208877563477,-7.10944128036499,8.393552780151367
1781337447,218410240,20.393566131591797,-7.113345623016357,8.396615982055664
1781337447,270415104,20.385042190551758,-7.117948055267334,8.39675521850586
1781337447,319415104,20.37657928466797,-7.122142791748047,8.395546913146973
1781337447,370420480,20.368194580078125,-7.126598834991455,8.390584945678711
1781337447,419420480,20.360170364379883,-7.130446910858154,8.385848045349121
1781337447,470427136,20.35079002380371,-7.134769916534424,8.380829811096191
1781337447,519427136,20.34183692932129,-7.138393878936768,8.376577377319336
1781337447,570432000,20.329782485961914,-7.139352321624756,8.373258590698242
1781337447,618432000,20.318422317504883,-7.139798641204834,8.370060920715332
1781337447,670439168,20.305986404418945,-7.140480995178223,8.36596393585205
1781337447,719439168,20.294458389282227,-7.14077091217041,8.362196922302246
1781337447,770444032,20.276546478271484,-7.140754699707031,8.3602294921875
1781337447,819444032,20.259977340698242,-7.140448093414307,8.358673095703125
1781337447,870450944,20.24251365661621,-7.140478610992432,8.356698036193848
1781337447,918450944,20.22657012939453,-7.140414237976074,8.355281829833984
1781337447,970457856,20.211082458496094,-7.13836669921875,8.357781410217285
1781337448,18457856,20.196949005126953,-7.136557102203369,8.3604097366333
1781337448,70465024,20.181875228881836,-7.135200500488281,8.362410545349121
1781337448,119465024,20.168684005737305,-7.1339311599731445,8.364230155944824
1781337448,170472192,20.156455993652344,-7.131771087646484,8.367587089538574
1781337448,218472192,20.14658546447754,-7.129577159881592,8.37132740020752
1781337448,270479104,20.135976791381836,-7.127995491027832,8.374567985534668
1781337448,319479104,20.127214431762695,-7.126608848571777,8.377674102783203
1781337448,370484480,20.1176815032959,-7.124821186065674,8.382506370544434
1781337448,418484480,20.11014747619629,-7.123238563537598,8.386780738830566
1781337448,470490624,20.102684020996094,-7.122212886810303,8.390670776367188
1781337448,519490624,20.09686279296875,-7.12148904800415,8.394142150878906
1781337448,570497792,20.093961715698242,-7.119980812072754,8.401055335998535
1781337448,619497792,20.092405319213867,-7.118734359741211,8.406850814819336
1781337448,670504960,20.0913028717041,-7.118098258972168,8.408980369567871
1781337448,718504960,20.091411590576172,-7.117910861968994,8.410614967346191
1781337448,770512128,20.092817306518555,-7.116007328033447,8.41355037689209
1781337448,818512128,20.095178604125977,-7.114615440368652,8.415775299072266
1781337448,870519040,20.098587036132812,-7.1141791343688965,8.416110038757324
1781337448,919519040,20.102737426757812,-7.114173412322998,8.416001319885254
1781337448,970526208,20.108125686645508,-7.114123821258545,8.417543411254883
1781337449,19526208,20.11383056640625,-7.114558219909668,8.418733596801758
1781337449,70533632,20.12077522277832,-7.116030216217041,8.419020652770996
1781337449,118533632,20.127634048461914,-7.117722511291504,8.419281005859375
1781337449,170539008,20.136329650878906,-7.1195807456970215,8.418877601623535
1781337449,219539008,20.144948959350586,-7.121488571166992,8.418465614318848
1781337449,270546176,20.154529571533203,-7.12443733215332,8.416810035705566
1781337449,318546176,20.16327667236328,-7.127486705780029,8.415054321289062
1781337449,370553344,20.169754028320312,-7.128894329071045,8.41005802154541
1781337449,419553344,20.17562484741211,-7.130597114562988,8.40557861328125
1781337449,470558976,20.18230438232422,-7.133724689483643,8.4010591506958
1781337449,519558976,20.188161849975586,-7.136876106262207,8.39708137512207
1781337449,570566400,20.19398307800293,-7.140473365783691,8.38951301574707
1781337449,618566400,20.198915481567383,-7.144136905670166,8.382709503173828
1781337449,670573568,20.20404624938965,-7.1487274169921875,8.375564575195312
1781337449,718573568,20.208566665649414,-7.152927875518799,8.36948013305664
1781337449,770580736,20.210678100585938,-7.156197547912598,8.35858154296875
1781337449,819580736,20.212474822998047,-7.1590962409973145,8.349075317382812
1781337449,870587648,20.214603424072266,-7.162257671356201,8.340263366699219
1781337449,918587648,20.216135025024414,-7.165067195892334,8.332734107971191
1781337449,970594816,20.21261215209961,-7.167515277862549,8.322510719299316
1781337450,18594816,20.209409713745117,-7.1694560050964355,8.313873291015625
1781337450,70601984,20.20701026916504,-7.171782970428467,8.30604076385498
1781337450,119601984,20.204673767089844,-7.173748970031738,8.299800872802734
1781337450,170608640,20.20252227783203,-7.175505638122559,8.293686866760254
1781337450,219608640,20.200119018554688,-7.17581844329834,8.285898208618164
1781337450,270616064,20.198471069335938,-7.176250457763672,8.279715538024902
1781337450,319616064,20.197031021118164,-7.176204681396484,8.275562286376953
1781337450,370623232,20.193971633911133,-7.173846244812012,8.272995948791504
1781337450,419623232,20.191242218017578,-7.171253681182861,8.2718505859375
